name,age,mer,mer_type,mer_age,insurancecompany,policynumber,deathbenefit,productname,client,gmbh_num,change_owner_sent_date,aniversarydate,premiumadvancedate,max_anni_review_date,last_coi_date,date_addl_prem_due,calc_method,product_carrier_take_coi_age,date_addl_prem_paid,date_carrier_confirmed_premium,annualstatementdate,view_policy_value_stmt_req_latest_annual_stmt.request_sent_by,view_policy_value_stmt_req_latest_annual_stmt.date_received,view_policy_value_stmt_req_latest_policy_values.request_sent_by,view_policy_value_stmt_req_latest_policy_values.date_received,rerequest,request_made_by,request_sent_via,fpdate,reason,illustration_rec,view_illustration_latest_scenario1_service.illustration_issue,view_illustration_latest_scenario1_service.filetime,product_carrier_will_run_minpa,view_illustration_latest_select_scenarios_2.illustration run date,view_illustration_latest_select_scenarios_2.illustration_issue,min pay illustration age,view_illustration_latest_other.illustration run date,view_illustration_latest_other.illustration_issue,other illustration age,date_of_death,kbc_decision,date_request_made,request_sent_to,date_submitted_carrier,view_policy_value_stmt_req_latest_voc.request_sent_by,view_policy_value_stmt_req_latest_voc.most_recent_received,view_policy_value_stmt_req_latest_voc.complete_flag,coll_rel_agrmnt_date,viewlatest_rate_increase_notification.correspondence_type,date_recvd,effective_date,gender,dob,issueage,sub_tracking_ssn_d,ssn_issue,mpic_provider,mpic_effectivedate,stateofissue,policy_type,product_type,death_benefit_type,note_purchaser,endorsee,policiesid,program,view_policy_consolidated.provider,ilittrustee,loanagreementdate,view_policy_value_stmt_req_latest_policy_values.complete_flag,request_made,view_policy_value_stmt_req_latest_policy_values.most_recent_received,strike_price_paid,adj_strike_price_check,original_strike_price_check,rerequest_check,age_of_illustration,ltr_22_month_response,confirmed_lapse_date,rate_increase,new_owner_name,request_type,view_policy_lonsdale_status_latest.status,payoff_date_service,purchaser,view_best_purchaser_offer_accepted.provider,owner,policies.status,cv,csv,monthly_ga,annual_ga,shaow_acct,coi_estimated,view_policy_value_stmt_req_latest_annual_stmt.most_recent_submitted_carrier,view_policy_value_stmt_req_latest_policy_values.most_recent_submitted_carrier,view_policy_performance_latest.filetime,view_latest_rate_change_notification.correspondence_type,date request sent to carrier,view_illustration_latest_select_scenarios.illustration run date,ssn,mer_need_sep_req,rop,total_death_benefit,db_change,partial_surrender_amount,nullnumberforcrystal,illustration open
"Ring, Carlyn",88.3,NULL,NULL,NULL,Phoenix,97521359,5000000.00,PAUL III,Corry Capital,NULL,NULL,2007-02-05 08:00:00.000,NULL,NULL,2017-10-05 07:00:00.660,2017-11-05 22:30:28.000,NULL,NULL,2017-10-02 21:31:05.000,2017-10-02 21:30:28.000,NULL,NULL,NULL,Lauren,2017-07-10 19:17:44.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1929-08-06 07:00:00.000,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127YH,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 19:17:44.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 19:17:38.000,NULL,NULL,NULL,NULL,577467417,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Lewis, Donald J",89.79,NULL,NULL,NULL,Phoenix,97304993,15000000.00,PAUL III,Corry Capital,NULL,NULL,2007-12-21 08:00:00.000,NULL,NULL,2017-09-21 07:00:00.773,2017-11-21 22:32:09.000,NULL,NULL,2017-10-02 21:32:54.000,2017-10-02 21:32:09.000,NULL,NULL,NULL,Lauren,2017-07-10 19:12:16.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1928-02-10 08:00:00.000,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127XD,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 19:12:16.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 19:12:09.000,NULL,NULL,NULL,NULL,353205720,NULL,F,15000000.0000,NULL,NULL,NULL,NULL
"Robbins, James",82.37,NULL,NULL,NULL,Phoenix,97528438,10000000.00,PAUL III,Corry Capital,NULL,NULL,2008-04-11 07:00:00.000,NULL,NULL,2017-09-11 07:00:00.127,2017-11-11 22:47:26.000,NULL,NULL,2017-10-02 21:48:12.000,2017-10-02 21:47:26.000,NULL,NULL,NULL,Lauren,2017-07-10 19:18:43.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1935-07-13 07:00:00.000,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127YR,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 19:18:43.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 19:18:36.000,NULL,NULL,NULL,NULL,564365747,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Viscardi, Catherine",87.87,NULL,NULL,NULL,Phoenix,97304763,10000000.00,PAUL III,Corry Capital,NULL,NULL,2007-07-11 07:00:00.000,NULL,NULL,2017-09-11 07:00:00.157,2017-11-11 22:54:24.000,NULL,NULL,2017-10-02 21:55:05.000,2017-10-02 21:54:24.000,NULL,NULL,NULL,Lauren,2017-07-10 19:21:27.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1930-01-12 08:00:00.000,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A01280E,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 19:21:27.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 19:21:20.000,NULL,NULL,NULL,NULL,081246262,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Bikoff, William H.",92.99,NULL,NULL,NULL,Phoenix,97304677,4000000.00,PAUL III,Corry Capital,NULL,NULL,2007-05-25 07:00:00.000,NULL,NULL,2017-09-25 07:00:00.560,2017-11-25 22:59:45.000,NULL,NULL,2017-10-02 22:00:20.000,2017-10-02 21:59:45.000,NULL,NULL,NULL,Lauren,2017-07-10 17:49:50.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1924-11-29 08:00:00.000,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A01281E,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 17:49:50.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 17:49:42.000,NULL,NULL,NULL,NULL,117364156,NULL,F,4000000.0000,NULL,NULL,NULL,NULL
"Kaye, Carole Mae",84.59,NULL,NULL,NULL,Phoenix,97524931,7500000.00,PAUL III 0707,Corry Capital,NULL,NULL,2007-10-23 07:00:00.000,NULL,NULL,2017-09-23 07:00:00.710,2017-11-23 23:02:20.000,NULL,NULL,2017-09-01 23:19:54.000,2017-09-01 23:18:38.000,NULL,NULL,NULL,Lauren,2017-07-10 17:59:39.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1933-04-24 07:00:00.000,74,NULL,NULL,NULL,NULL,FL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A00XB04,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 17:59:39.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 17:59:30.000,NULL,NULL,NULL,NULL,144244348,NULL,F,7500000.0000,NULL,NULL,NULL,NULL
"Ickowitz, Stephen",82.16,NULL,NULL,NULL,Phoenix,97524694,5000000.00,PAUL III,Corry Capital,NULL,NULL,2007-10-31 07:00:00.000,NULL,NULL,2017-09-30 07:00:00.253,2017-11-30 23:06:14.000,NULL,NULL,2017-10-02 22:07:52.000,2017-10-02 22:06:14.000,NULL,NULL,NULL,Lauren,2017-07-10 17:58:46.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1935-09-26 07:00:00.000,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A01284V,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 17:58:46.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 17:58:39.000,NULL,NULL,NULL,NULL,117265689,NULL,F,5000000.0000,NULL,NULL,NULL,NULL
"Hattem, Sydell",88.97,NULL,NULL,NULL,Phoenix,97305010,3000000.00,NULL,Corry Capital,NULL,NULL,2008-01-22 08:00:00.000,NULL,NULL,2017-09-22 07:00:00.267,2017-10-22 22:12:12.000,NULL,NULL,2017-10-02 22:13:51.000,2017-10-02 22:12:12.000,NULL,NULL,NULL,Lauren,2017-07-10 17:57:26.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1928-12-04 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127V4,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 17:57:26.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 17:57:11.000,NULL,NULL,NULL,NULL,119204041,NULL,F,3000000.0000,NULL,NULL,NULL,NULL
"Galietti, John",88.28,NULL,NULL,NULL,Phoenix,97517258,10000000.00,NULL,Corry Capital,NULL,NULL,2006-02-10 08:00:00.000,NULL,NULL,2017-09-10 07:00:00.160,2017-11-10 23:23:10.000,NULL,NULL,2017-10-02 22:24:20.000,2017-10-02 22:23:10.000,NULL,NULL,NULL,Lauren,2017-07-10 17:54:43.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1929-08-12 07:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127U3,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 17:54:43.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 17:54:35.000,NULL,NULL,NULL,NULL,109204062,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"David, Ronald B.",80.31,NULL,NULL,NULL,Phoenix,97523513,500000.00,PAUL III,Corry Capital,NULL,NULL,2007-08-23 07:00:00.000,NULL,NULL,2017-09-23 07:00:00.000,2017-11-23 23:29:41.000,NULL,NULL,2017-10-02 22:30:17.000,2017-10-02 22:29:41.000,NULL,NULL,NULL,Lauren,2017-07-10 17:53:28.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1937-08-03 07:00:00.000,70,NULL,NULL,NULL,NULL,VA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127TT,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 17:53:28.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 17:53:20.000,NULL,NULL,NULL,NULL,231385512,NULL,F,500000.0000,NULL,NULL,NULL,NULL
"Ronson, Gerald M.",78.5,NULL,NULL,NULL,Phoenix,97602490,10000000.00,UL-G,Corry Capital,NULL,NULL,2008-08-06 07:00:00.000,NULL,NULL,2017-10-03 07:00:00.000,2017-11-06 23:35:56.000,NULL,NULL,2017-09-01 16:17:51.000,2017-09-01 16:17:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1939-05-27 07:00:00.000,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127ZE,250,Corry Capital,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,094262944,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Levi, Gerard A.",88.96,NULL,NULL,NULL,Phoenix,97304678,3000000.00,PAUL III,Corry Capital,NULL,NULL,2007-06-07 07:00:00.000,NULL,NULL,2017-09-07 07:00:00.197,2017-11-07 23:39:34.000,NULL,NULL,2017-10-02 22:40:15.000,2017-10-02 22:39:34.000,NULL,NULL,NULL,Lauren,2017-07-10 19:11:35.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1928-12-07 08:00:00.000,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0127WQ,250,Corry Capital,NULL,NULL,Yes,NULL,2017-07-10 19:11:35.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-07-10 19:11:28.000,NULL,NULL,NULL,NULL,056248723,NULL,F,3000000.0000,NULL,NULL,NULL,NULL
"McCullough, Norma",90.9,NULL,NULL,NULL,ReliaStar,SC1183225H,962289.20,NULL,Corry Capital,NULL,NULL,1997-04-25 07:00:00.000,NULL,NULL,2017-09-25 07:00:00.110,2017-11-25 23:43:23.000,NULL,NULL,2017-08-01 16:37:35.000,2017-08-02 16:37:37.000,NULL,NULL,NULL,Simone,2017-05-08 17:34:21.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1926-12-31 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A012865,250,Corry Capital,NULL,NULL,Yes,NULL,2017-05-08 17:34:21.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-05-08 17:34:17.000,NULL,NULL,NULL,NULL,296244693,NULL,F,962289.2000,NULL,NULL,NULL,NULL
"Neff, Mattie E",89.04,NULL,NULL,NULL,Lincoln,JP5569294,1500000.00,Legend Plus,Corry Capital,NULL,NULL,2007-05-05 23:53:22.000,NULL,NULL,2017-09-05 07:00:00.080,2017-11-05 23:53:14.000,NULL,NULL,2017-10-02 22:54:20.000,2017-10-02 22:53:14.000,NULL,NULL,NULL,Simone,2017-05-05 17:57:02.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1928-11-08 08:00:00.000,78,NULL,NULL,NULL,NULL,IN,NULL,NULL,NULL,NULL,NULL,Q6UJ9A00MOTK,250,Corry Capital,NULL,NULL,Yes,NULL,2017-05-05 17:57:02.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,F,F,F,F,NULL,2017-05-05 17:56:58.000,NULL,NULL,NULL,NULL,315286456,NULL,F,1500000.0000,NULL,NULL,NULL,NULL
"Landau, Emanuel I.",88.9,Need Clarification,NULL,NULL,Equitable,44229829,1000000.00,Incentive Life 2000,MCI,MCI T2 (NO Value),NULL,1994-05-05 07:00:00.000,NULL,2017-05-17 07:00:00.000,2017-10-05 07:00:00.000,2018-02-05 08:00:00.000,NULL,100,2017-10-06 07:00:00.000,2017-10-10 17:29:47.380,2017-05-04 16:30:03.000,NULL,NULL,Crystal,2017-09-06 21:58:59.000,NULL,Crystal,Fax,NULL,NULL,2017-05-11 19:27:45.000,NULL,2017-05-11 19:20:31.910,NULL,2004-04-05 21:26:58.000,NULL,163.740959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1928-12-31 08:00:00.000,65,2016-01-04 16:07:36.000,NULL,NULL,NULL,PA,Single Life,VUL,Level,NULL,NULL,Q6UJ9A00Y0TF,223,J-Curve Service MCI,NULL,NULL,Yes,2017-05-08 17:36:09.000,2017-09-06 21:58:59.000,NULL,NULL,NULL,F,6.476002,NULL,NULL,NULL,Standard Clearing Inc.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,2017-09-06 21:58:54.000,2017-05-17 16:30:17.847,NULL,2004-04-05 21:26:45.000,2004-04-05 21:26:58.000,167206852,NULL,F,1000000.0000,NULL,NULL,NULL,NULL
"Wooden, Lillian M.",90.41,Policy,DB,Infinite,PacLife,VF51521960,500000.00,Versa Flex V,MCI,MCI T3 (Value),NULL,2006-08-02 07:00:00.000,NULL,2017-08-09 07:00:00.000,2017-10-02 07:00:00.000,2018-02-02 08:00:00.000,NULL,100,2017-10-06 07:00:00.000,2017-10-10 17:40:30.067,2017-08-01 22:16:02.000,NULL,NULL,Crystal,2017-08-04 15:44:29.000,NULL,Crystal,Fax,2017-08-08 07:00:00.000,Item not ran as requested,2017-08-10 21:40:31.000,NULL,2017-08-11 21:40:10.377,NULL,2017-08-07 23:26:12.000,NULL,3.583168,2014-08-06 19:03:13.000,NULL,39.644970,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1927-06-29 07:00:00.000,79,2016-01-04 21:55:24.000,NULL,NULL,NULL,AZ,Single Life,UL,Level,NULL,NULL,Q6UJ9A00YUKN,223,J-Curve Service MCI,NULL,NULL,Yes,2017-08-03 15:59:11.000,2017-08-04 15:44:29.000,NULL,NULL,NULL,F,3.484549,NULL,NULL,NULL,Standard Clearing Inc.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,F,F,F,NULL,2017-08-04 15:44:23.000,2017-08-09 22:16:20.180,NULL,2017-08-07 23:25:40.000,2017-08-07 23:26:12.000,335200489,NULL,F,500000.0000,NULL,NULL,NULL,NULL
"Budner, Mordecai",85.3,Policy,DB,Infinite,Trans,60139724,3000000.00,TransUltra NY,Viva (Blackstone),NULL,NULL,2006-10-24 07:00:00.000,2006-11-06 08:00:00.000,2017-01-04 08:00:00.000,2017-10-06 07:00:00.000,2017-12-06 08:00:00.000,NULL,100,2017-11-20 22:02:19.000,NULL,2016-11-06 19:09:46.000,NULL,NULL,Shannon,2017-07-21 16:38:58.000,NULL,Shannon,Fax,NULL,NULL,2017-04-13 21:29:46.000,NULL,2017-04-13 21:30:43.017,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1932-08-06 07:00:00.000,74,NULL,NULL,NULL,NULL,NY,Single Life,UL,Level,NULL,NULL,Q6UJ9A00VD31,112,Blackstone,NULL,NULL,Yes,2017-03-20 15:49:25.000,2017-07-21 16:38:58.000,NULL,NULL,NULL,F,7.396449,NULL,NULL,NULL,Wilmington Trust N.A. as Securities Intermediary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,2017-07-21 16:38:52.000,2016-12-06 19:10:15.650,NULL,NULL,NULL,073269021,NULL,F,3000000.0000,NULL,NULL,NULL,NULL
"Bawden, Leon",91.17,Policy,DB,Infinite,Sun Life,020106265,2500000.00,Protector Plus,GISF,GISF T3,NULL,2005-08-08 07:00:00.000,2005-07-08 07:00:00.000,2017-05-24 07:00:00.000,2017-09-08 15:54:45.000,2017-12-08 16:57:20.000,Scheduled Premium,100,2017-10-02 15:51:52.000,2017-10-04 15:52:20.000,2016-07-07 22:41:22.000,NULL,NULL,NULL,2013-04-25 19:20:52.000,NULL,NULL,NULL,NULL,NULL,2017-05-18 22:43:41.000,NULL,2017-05-24 22:43:29.093,NULL,2013-06-04 20:55:42.000,NULL,53.714661,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1926-09-22 07:00:00.000,79,2015-04-16 22:38:56.000,NULL,NULL,NULL,AZ,Single Life,UL,Level,NULL,NULL,Q6UJ9A00R4PO,69,GISF,NULL,NULL,Yes,2017-05-18 22:43:06.000,2013-04-25 19:20:52.000,NULL,NULL,NULL,F,6.245890,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,F,F,F,F,NULL,2013-04-02 19:20:50.000,2017-05-24 22:41:35.493,NULL,2013-06-04 20:55:32.000,2013-06-04 20:55:42.000,529281917,NULL,F,2500000.0000,NULL,NULL,NULL,NULL
"Rose, James L",80.86,Policy,CSV,Infinite,Southland,0600090610,1500000.00,Legacy Protector,GISF,GISF T1,NULL,2000-02-21 08:00:00.000,NULL,2017-05-24 07:00:00.000,2017-09-21 16:10:46.000,2017-11-21 17:11:22.000,Scheduled Premium,100,2017-10-02 16:09:24.000,2017-10-04 16:09:34.000,2017-02-20 20:40:37.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-02-06 20:43:33.000,NULL,2017-05-24 19:43:26.500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1937-01-15 08:00:00.000,63,2015-04-16 20:14:17.000,NULL,NULL,NULL,OH,Single Life,UL,Level,NULL,NULL,Q6UJ9A00R5MW,69,GISF,NULL,NULL,NULL,2017-02-06 20:43:10.000,NULL,NULL,NULL,NULL,F,9.566074,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,NULL,2017-05-24 19:40:52.107,NULL,NULL,NULL,060304293,NULL,F,1500000.0000,NULL,NULL,NULL,NULL
"Russell, Floyd M",86.06,Policy,DB,120,Empire General,00549091,1000000.00,Advantage,GISF,GISF T3,NULL,2006-11-03 07:00:00.000,NULL,2017-05-24 07:00:00.000,2017-10-03 16:20:22.000,2018-01-03 17:21:02.000,Scheduled Premium,100,2017-10-02 16:19:28.000,2017-10-04 16:19:33.000,2016-11-03 23:07:31.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-01-25 00:10:07.000,NULL,2017-05-24 23:09:17.787,NULL,NULL,NULL,NULL,2013-06-21 21:25:16.000,NULL,53.155818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1931-11-03 08:00:00.000,75,2015-04-16 23:38:35.000,2015-04-16 18:16:06.000,NULL,NULL,TN,Single Life,UL,Level,NULL,NULL,Q6UJ9A00R4RZ,69,GISF,NULL,NULL,NULL,2017-01-25 00:08:58.000,NULL,NULL,NULL,NULL,F,9.960552,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,NULL,2017-05-24 23:07:48.447,NULL,NULL,NULL,409429522,NULL,F,1000000.0000,NULL,NULL,NULL,NULL
"Deckelbaum, Nelson",89.65,Policy,DB,120,Empire General,00468574,2000000.00,Advantage,GISF,GISF T2,NULL,2005-09-26 07:00:00.000,NULL,2017-05-24 07:00:00.000,2017-09-26 16:26:23.000,2017-11-26 17:26:59.000,Scheduled Premium,100,2017-10-02 16:24:46.000,2017-10-04 16:24:59.000,2016-09-26 22:24:13.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2017-06-30 16:10:42.000,NULL,2017-06-30 16:11:08.260,NULL,2013-06-21 17:52:54.000,NULL,53.155818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1928-04-01 07:00:00.000,77,2015-04-16 22:55:40.000,NULL,NULL,NULL,DE,Single Life,UL,Level,NULL,NULL,Q6UJ9A00R4R2,69,GISF,NULL,NULL,NULL,2017-06-30 16:10:37.000,NULL,NULL,NULL,NULL,F,4.832347,NULL,NULL,NULL,"Wells Fargo Bank, N.A., as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,NULL,2017-05-24 22:24:26.910,NULL,2013-06-21 17:52:35.000,2013-06-21 17:52:54.000,578285095,NULL,F,2000000.0000,NULL,NULL,NULL,NULL
